CustomerID,Age,Gender,AnnualIncome,SpendingScore,MembershipTier,Region,PreferredCategory,LoyaltyPoints,RecentPurchase
1707,69,Female,33896.58,92,Gold,Central,Beauty,8285,Yes
1708,34,Male,35515.3,97,Gold,West,Home Decor,7009,Yes
1709,58,Non-Binary,149195.44,93,Silver,West,Electronics,1013,Yes
1710,62,Male,34150.34,94,Silver,North,Home Decor,4365,No
1711,20,Female,138855.63,19,Silver,Central,Beauty,3303,Yes
1712,67,Female,29995.71,75,Platinum,South,Home Decor,6724,Yes
1713,47,Non-Binary,25383.7,56,Gold,West,Clothing,9403,No
1714,25,Non-Binary,40734.45,46,Gold,East,Clothing,1065,No
1715,70,Female,135585.55,17,Silver,South,Home Decor,1893,Yes
1716,45,Non-Binary,140243.73,62,Silver,West,Home Decor,9819,Yes
1717,49,Male,34388.55,93,Platinum,West,Beauty,4640,Yes
1718,18,Non-Binary,62113.55,22,Silver,West,Sports,3283,Yes
1719,21,Male,145999.55,98,Diamond,West,Home Decor,2108,No
1720,61,Female,134436.96,8,Silver,East,Home Decor,127,Yes
1721,29,Male,22816.64,81,Gold,Central,Toys,1187,No
1722,21,Female,143214.12,16,Silver,East,Home Decor,6595,Yes
1723,49,Non-Binary,50233.11,63,Silver,North,Electronics,6682,No
1724,62,Female,83356.23,55,Silver,Central,Sports,3343,Yes
1725,47,Male,115599.82,64,Silver,East,Electronics,5197,No
1726,35,Non-Binary,64571.61,83,Gold,East,Electronics,8249,No
1727,52,Female,131335.5,53,Platinum,East,Sports,5468,No
1728,30,Male,132880.02,44,Gold,South,Beauty,8218,Yes
1729,63,Male,35812.69,12,Silver,South,Electronics,8977,No
1730,35,Female,120793.69,91,Diamond,East,Beauty,8549,No
1731,49,Non-Binary,98198.68,9,Diamond,Central,Beauty,91,Yes
1732,21,Non-Binary,106646.15,30,Platinum,South,Clothing,6846,No
1733,53,Non-Binary,67097.87,9,Gold,North,Sports,782,Yes
1734,55,Non-Binary,61710.49,34,Silver,North,Sports,5468,Yes
1735,69,Female,136047.01,90,Gold,North,Beauty,2297,No
1736,61,Non-Binary,44326.72,80,Silver,South,Sports,8253,Yes
1737,33,Female,53833.7,54,Diamond,North,Toys,3361,Yes
1738,37,Female,109776.82,92,Gold,West,Clothing,3125,Yes
1739,47,Non-Binary,39333.56,23,Diamond,South,Clothing,9066,Yes
1740,65,Non-Binary,137289.0,46,Diamond,North,Toys,4707,Yes
1741,39,Female,149574.64,62,Silver,Central,Electronics,1855,No
1742,30,Male,63337.35,1,Silver,West,Sports,894,Yes
1743,62,Female,138755.39,2,Silver,North,Home Decor,414,No
1744,31,Female,113365.49,60,Silver,West,Toys,4640,Yes
1745,49,Female,99795.85,27,Silver,South,Home Decor,2922,No
1746,42,Non-Binary,51067.83,80,Gold,West,Home Decor,271,Yes
1747,67,Male,127676.94,13,Diamond,Central,Clothing,2413,No
1748,67,Male,30046.22,63,Gold,North,Clothing,1154,No
1749,40,Male,116114.6,99,Gold,South,Home Decor,9551,No
1750,57,Male,135274.44,57,Gold,East,Clothing,159,Yes
1751,58,Male,131177.98,67,Diamond,Central,Toys,764,Yes
1752,50,Male,84553.8,53,Diamond,West,Beauty,8971,Yes
1753,57,Non-Binary,67055.84,62,Platinum,South,Electronics,1473,No
1754,69,Male,47743.71,55,Gold,West,Sports,7354,Yes
1755,53,Male,90722.54,7,Silver,South,Toys,7216,Yes
1756,26,Female,132940.42,80,Platinum,West,Electronics,3806,Yes
1757,24,Female,145461.08,9,Platinum,East,Home Decor,5494,Yes
1758,48,Female,71025.94,81,Diamond,Central,Toys,6961,Yes
1759,27,Female,95479.43,92,Gold,North,Electronics,241,Yes
1760,35,Female,107999.17,27,Silver,Central,Toys,7032,No
1761,25,Female,86924.9,54,Platinum,South,Beauty,4787,Yes
1762,32,Male,107131.34,37,Platinum,Central,Sports,361,No
1763,25,Female,21613.31,20,Platinum,North,Beauty,2811,No
1764,22,Non-Binary,82413.04,93,Platinum,North,Toys,1860,No
1765,23,Non-Binary,34408.79,61,Silver,Central,Home Decor,905,No
1766,57,Male,79738.65,31,Platinum,East,Clothing,2716,No
1767,29,Non-Binary,37036.08,28,Gold,South,Electronics,6712,No
1768,70,Non-Binary,137009.6,33,Platinum,North,Sports,6605,Yes
1769,53,Male,35755.0,15,Gold,South,Clothing,6367,No
1770,35,Male,118462.9,82,Platinum,West,Toys,6011,No
1771,47,Female,116812.72,56,Platinum,North,Toys,4010,No
1772,35,Female,148238.1,33,Silver,West,Electronics,4211,No
1773,19,Non-Binary,88492.68,9,Platinum,East,Clothing,5429,No
1774,62,Male,35339.18,12,Platinum,North,Home Decor,4574,No
1775,51,Non-Binary,23350.06,52,Platinum,East,Sports,3810,No
1776,42,Female,103945.19,14,Gold,West,Sports,8121,No
1777,53,Female,106075.71,58,Platinum,North,Home Decor,477,No
1778,37,Non-Binary,131388.8,37,Silver,South,Electronics,2613,Yes
1779,33,Female,34429.07,66,Platinum,North,Home Decor,3602,No
1780,21,Male,41583.7,64,Platinum,South,Clothing,2275,Yes
1781,26,Female,116672.4,93,Gold,South,Clothing,1415,No
1782,23,Female,108468.67,66,Silver,North,Electronics,4610,Yes
1783,28,Female,71318.18,92,Diamond,East,Beauty,2525,No
1784,57,Non-Binary,91429.96,82,Platinum,North,Electronics,4212,No
1785,44,Non-Binary,104537.65,46,Gold,East,Beauty,9603,Yes
1786,41,Female,104449.12,22,Silver,East,Beauty,9936,Yes
1787,33,Non-Binary,31150.01,56,Silver,North,Clothing,9363,No
1788,67,Female,98178.34,71,Gold,East,Beauty,8226,Yes
1789,60,Male,85185.22,69,Silver,West,Clothing,2606,Yes
1790,49,Non-Binary,103448.81,76,Silver,West,Clothing,9056,No
1791,44,Non-Binary,141406.85,85,Platinum,North,Clothing,1209,Yes
1792,70,Non-Binary,122018.82,90,Silver,East,Sports,9406,Yes
1793,54,Male,67499.66,63,Gold,South,Electronics,8477,Yes
1794,55,Non-Binary,126209.37,84,Silver,West,Clothing,6798,Yes
1795,23,Male,44149.29,18,Diamond,Central,Sports,2990,Yes
1796,56,Female,68495.28,67,Platinum,North,Toys,3257,No
1797,45,Non-Binary,105972.72,73,Gold,West,Sports,7977,No
1798,62,Male,49369.73,4,Diamond,Central,Electronics,4312,Yes
1799,69,Male,81543.9,52,Gold,South,Home Decor,7445,Yes
1800,50,Non-Binary,35867.74,80,Diamond,North,Electronics,8858,No
1801,36,Female,81168.15,90,Platinum,South,Home Decor,6937,Yes
1802,27,Female,72827.06,60,Diamond,Central,Home Decor,2029,No
1803,28,Female,137422.47,70,Silver,West,Toys,7685,No
1804,69,Non-Binary,44752.29,16,Diamond,Central,Electronics,4624,Yes
1805,59,Male,144048.92,65,Gold,North,Home Decor,2903,No
1806,65,Non-Binary,86621.64,16,Diamond,West,Electronics,2290,No
1807,25,Female,35989.93,18,Platinum,South,Home Decor,84,No
1808,59,Non-Binary,63305.29,33,Platinum,North,Sports,3713,No
1809,27,Non-Binary,99672.41,92,Gold,South,Electronics,5815,No
1810,34,Non-Binary,43401.3,42,Silver,South,Electronics,3078,Yes
1811,64,Non-Binary,137749.79,61,Platinum,East,Toys,9673,Yes
1812,64,Non-Binary,21695.21,51,Diamond,West,Clothing,9461,No
1813,67,Male,69178.31,60,Silver,West,Toys,9703,No
1814,49,Female,28162.39,17,Silver,North,Electronics,1456,Yes
1815,63,Non-Binary,109469.28,1,Gold,Central,Toys,1340,Yes
1816,50,Non-Binary,116292.26,61,Platinum,South,Electronics,887,No
1817,53,Male,93903.76,73,Platinum,East,Beauty,4755,No
1818,26,Male,125185.72,79,Gold,East,Clothing,295,Yes
1819,42,Male,52633.15,20,Silver,South,Clothing,2817,Yes
1820,46,Non-Binary,70612.48,64,Diamond,Central,Clothing,3503,Yes
1821,43,Male,147412.2,5,Diamond,East,Clothing,5319,Yes
1822,53,Male,115665.1,64,Diamond,Central,Toys,2271,Yes
1823,39,Male,112244.38,63,Platinum,South,Home Decor,2538,No
1824,18,Non-Binary,42667.16,62,Diamond,East,Clothing,7573,No
1825,70,Non-Binary,52789.53,77,Silver,North,Beauty,8861,Yes
1826,57,Female,77527.31,92,Platinum,North,Toys,1793,No
1827,44,Female,27044.4,34,Platinum,Central,Beauty,8249,Yes
1828,37,Male,80453.42,19,Gold,South,Toys,9405,Yes
1829,26,Male,143579.91,76,Silver,North,Toys,7871,Yes
1830,53,Non-Binary,72783.35,21,Gold,South,Clothing,7438,No
1831,32,Female,58159.42,9,Silver,West,Sports,9860,No
1832,56,Male,68922.0,62,Platinum,West,Clothing,7825,Yes
1833,29,Female,138782.97,50,Platinum,East,Sports,575,Yes
1834,24,Non-Binary,140025.07,42,Platinum,South,Sports,814,Yes
1835,65,Non-Binary,121296.88,88,Diamond,West,Sports,6138,Yes
1836,47,Female,111714.55,28,Silver,South,Beauty,1586,No
1837,29,Male,132692.8,55,Gold,West,Electronics,4142,No
1838,45,Non-Binary,96046.56,17,Diamond,South,Toys,2678,Yes
1839,26,Female,80074.43,80,Platinum,Central,Sports,1028,Yes
1840,67,Female,73496.02,53,Diamond,West,Clothing,5730,Yes
1841,38,Female,52329.35,29,Platinum,North,Electronics,7668,No
1842,34,Female,101766.37,39,Silver,West,Sports,5870,No
1843,36,Female,144000.31,13,Platinum,North,Home Decor,1940,No
1844,59,Male,32818.95,45,Diamond,South,Beauty,7374,No
1845,48,Male,120791.43,40,Diamond,East,Electronics,2543,Yes
1846,27,Female,114357.25,3,Platinum,North,Clothing,8977,No
1847,40,Male,131414.44,23,Gold,West,Sports,8885,No
1848,54,Female,35271.45,72,Silver,Central,Beauty,2104,No
1849,63,Male,148561.74,41,Platinum,South,Toys,1672,No
1850,42,Female,45802.71,5,Platinum,South,Electronics,2861,No
1851,48,Male,82837.99,7,Platinum,West,Electronics,817,Yes
1852,51,Male,120073.72,72,Diamond,West,Home Decor,6653,No
1853,43,Female,132591.69,94,Platinum,South,Home Decor,8276,No
1854,24,Non-Binary,112510.01,52,Gold,Central,Clothing,271,No
1855,56,Non-Binary,136797.05,89,Diamond,West,Toys,1456,Yes
1856,46,Male,27359.68,1,Platinum,North,Clothing,8383,No
1857,46,Non-Binary,30999.95,68,Platinum,Central,Beauty,3537,No
1858,65,Female,33758.41,98,Platinum,South,Clothing,7006,Yes
1859,34,Non-Binary,33072.75,47,Diamond,Central,Beauty,5235,No
1860,49,Non-Binary,119551.99,96,Gold,North,Home Decor,888,No
1861,42,Non-Binary,86870.1,89,Gold,South,Clothing,5821,No
1862,22,Non-Binary,107263.09,9,Diamond,North,Electronics,4162,Yes
1863,45,Male,83100.51,3,Gold,South,Beauty,8618,Yes
1864,48,Male,136243.99,64,Diamond,Central,Sports,129,Yes
1865,43,Non-Binary,21763.63,63,Diamond,East,Toys,3191,No
1866,30,Male,59814.24,67,Silver,South,Electronics,8932,Yes
1867,31,Female,52463.51,79,Diamond,East,Toys,5570,Yes
1868,23,Non-Binary,100428.61,18,Platinum,Central,Sports,7017,No
1869,50,Non-Binary,73138.47,7,Silver,West,Clothing,7518,Yes
1870,41,Non-Binary,87048.38,7,Diamond,Central,Beauty,3505,Yes
1871,58,Female,114068.26,34,Silver,East,Home Decor,3990,No
1872,57,Non-Binary,97693.11,56,Platinum,North,Home Decor,9674,Yes
1873,42,Male,82892.55,8,Silver,South,Beauty,4369,Yes
1874,48,Female,82508.28,59,Diamond,West,Home Decor,2310,Yes
1875,36,Male,109601.94,61,Platinum,North,Beauty,9281,No
1876,59,Non-Binary,142228.94,77,Platinum,Central,Home Decor,2508,Yes
1877,42,Male,125032.34,84,Silver,South,Sports,1948,Yes
1878,52,Non-Binary,82388.74,3,Diamond,East,Sports,8158,No
1879,55,Female,20110.03,61,Diamond,East,Toys,7927,Yes
1880,42,Male,41442.66,63,Diamond,East,Home Decor,751,No
1881,67,Non-Binary,106144.21,49,Gold,East,Sports,8535,Yes
1882,52,Female,111046.22,6,Gold,West,Electronics,9621,Yes
1883,55,Female,56147.86,74,Platinum,North,Toys,9707,No
1884,62,Non-Binary,105250.7,3,Gold,North,Electronics,4654,Yes
1885,32,Male,94886.74,68,Silver,Central,Beauty,1412,No
1886,50,Non-Binary,41224.82,5,Diamond,Central,Electronics,2198,No
1887,49,Non-Binary,51325.66,12,Silver,North,Beauty,7475,No
1888,44,Female,46927.17,27,Silver,East,Toys,5901,Yes
1889,58,Non-Binary,117056.42,47,Silver,East,Beauty,936,Yes
1890,64,Non-Binary,88421.67,10,Silver,East,Sports,5033,No
1891,31,Non-Binary,145439.17,62,Diamond,North,Electronics,1314,Yes
1892,55,Male,120564.17,97,Gold,West,Clothing,6503,No
1893,37,Male,104800.5,66,Gold,West,Clothing,7449,Yes
1894,33,Non-Binary,21570.4,24,Platinum,North,Clothing,4383,No
1895,24,Male,71931.97,70,Diamond,West,Toys,376,Yes
1896,47,Non-Binary,60160.75,52,Gold,East,Toys,5283,No
1897,58,Female,30814.82,20,Diamond,Central,Home Decor,4215,Yes
1898,32,Female,27615.04,41,Platinum,Central,Home Decor,2775,Yes
1899,45,Non-Binary,141796.5,75,Platinum,East,Clothing,7788,Yes
1900,28,Male,38786.92,35,Silver,West,Clothing,6881,No
1901,57,Male,67827.9,83,Silver,East,Home Decor,7179,Yes
1902,68,Female,58974.35,32,Platinum,South,Home Decor,6614,No
1903,43,Male,125387.21,64,Gold,North,Sports,3471,Yes
1904,23,Female,97866.93,67,Platinum,South,Clothing,4202,No
1905,58,Female,58342.37,88,Platinum,Central,Beauty,4159,No
1906,42,Male,83487.44,73,Silver,East,Home Decor,9986,Yes
1907,47,Female,90195.49,98,Platinum,Central,Clothing,547,Yes
1908,20,Male,133498.61,53,Diamond,Central,Beauty,9793,Yes
1909,70,Female,48974.68,9,Gold,South,Electronics,9819,Yes
1910,48,Non-Binary,28065.97,66,Silver,South,Toys,9434,Yes
1911,29,Female,105712.19,72,Gold,Central,Clothing,885,Yes
1912,40,Female,80724.72,8,Gold,South,Sports,4540,No
1913,36,Female,130727.03,18,Silver,North,Toys,8379,No
1914,39,Female,48710.49,57,Diamond,West,Sports,5185,Yes
1915,57,Male,96675.54,73,Diamond,South,Toys,3491,Yes
1916,30,Non-Binary,74524.94,92,Silver,Central,Clothing,2765,No
1917,41,Female,51707.71,34,Diamond,South,Beauty,1639,No
1918,54,Female,65736.85,83,Diamond,South,Clothing,1571,No
1919,24,Female,149544.16,15,Silver,South,Electronics,693,No
1920,66,Non-Binary,79482.07,74,Platinum,South,Sports,6473,Yes
1921,31,Male,85574.54,4,Diamond,South,Toys,1530,No
1922,43,Male,63934.58,64,Platinum,East,Clothing,3391,No
1923,61,Non-Binary,125514.35,98,Platinum,South,Electronics,5801,Yes
1924,49,Female,59417.86,76,Diamond,East,Clothing,4946,Yes
1925,52,Male,137497.51,38,Gold,Central,Electronics,2065,Yes
1926,30,Male,126932.97,16,Diamond,North,Home Decor,2552,Yes
1927,67,Male,111524.68,59,Gold,South,Electronics,4032,No
1928,51,Female,28739.28,73,Diamond,South,Home Decor,5662,Yes
1929,35,Female,22856.99,2,Gold,North,Electronics,5296,No
1930,68,Male,81272.08,42,Platinum,Central,Beauty,6808,No
1931,36,Non-Binary,125894.19,15,Platinum,North,Clothing,6066,No
1932,70,Male,86029.09,67,Gold,West,Beauty,4442,No
1933,67,Non-Binary,34057.81,73,Gold,North,Sports,7214,Yes
1934,32,Female,20333.21,26,Diamond,South,Clothing,269,No
1935,63,Female,104203.17,81,Diamond,Central,Toys,5852,No
1936,51,Female,104300.25,16,Platinum,West,Toys,4353,Yes
1937,36,Female,53471.93,95,Platinum,Central,Toys,2745,Yes
1938,21,Male,119074.46,93,Platinum,East,Home Decor,6607,No
1939,35,Male,122244.79,43,Diamond,South,Sports,8699,Yes
1940,50,Male,60446.78,25,Platinum,North,Toys,218,No
1941,31,Female,127379.03,7,Gold,South,Electronics,3455,No
1942,36,Male,140938.33,76,Platinum,Central,Electronics,872,No
1943,52,Female,67578.36,50,Platinum,South,Sports,1706,Yes
1944,50,Non-Binary,95595.82,89,Gold,East,Sports,2805,No
1945,24,Female,144329.89,11,Silver,West,Electronics,7805,Yes
1946,26,Non-Binary,87622.97,37,Gold,West,Sports,5191,Yes
1947,56,Male,131650.99,22,Gold,West,Clothing,7274,Yes
1948,64,Male,23004.86,54,Diamond,South,Beauty,5827,Yes
1949,45,Non-Binary,54627.56,3,Silver,Central,Clothing,5541,Yes
1950,21,Female,35997.08,3,Diamond,South,Home Decor,815,Yes
1951,60,Female,77779.15,47,Diamond,South,Home Decor,8939,Yes
1952,45,Female,105260.96,7,Platinum,Central,Home Decor,8360,No
1953,28,Female,24699.35,62,Gold,West,Sports,6142,Yes
1954,44,Non-Binary,88950.2,62,Platinum,East,Home Decor,8048,No
1955,47,Non-Binary,105076.61,34,Diamond,South,Sports,3914,No
1956,19,Female,24733.49,47,Gold,East,Beauty,898,No
1957,61,Female,37449.37,80,Gold,East,Toys,9635,Yes
1958,21,Non-Binary,64392.95,22,Diamond,East,Electronics,117,Yes
1959,49,Non-Binary,104323.78,31,Diamond,East,Home Decor,9468,Yes
1960,45,Non-Binary,80072.0,49,Diamond,Central,Electronics,9077,Yes
1961,26,Male,117562.43,85,Silver,East,Toys,4141,Yes
1962,46,Non-Binary,30304.37,14,Silver,East,Clothing,9165,Yes
1963,50,Male,60080.67,44,Silver,West,Beauty,928,Yes
1964,35,Non-Binary,47250.67,33,Silver,South,Home Decor,8945,Yes
1965,19,Non-Binary,38945.14,41,Platinum,East,Sports,3239,No
1966,64,Non-Binary,34171.26,35,Platinum,South,Beauty,1274,No
1967,68,Non-Binary,109614.2,97,Diamond,South,Beauty,9053,Yes
1968,58,Male,87673.21,91,Diamond,North,Toys,4106,Yes
1969,59,Female,135447.4,10,Gold,West,Clothing,9297,Yes
1970,39,Female,67020.02,17,Gold,Central,Clothing,4450,No
1971,30,Female,93696.34,41,Platinum,West,Beauty,4909,Yes
1972,48,Male,131183.97,31,Diamond,North,Toys,4822,No
1973,48,Male,43398.77,65,Silver,South,Electronics,6535,No
1974,27,Female,85611.65,71,Gold,West,Toys,430,Yes
1975,38,Male,144355.74,1,Diamond,West,Beauty,9173,No
1976,32,Female,107766.74,53,Silver,East,Home Decor,3389,Yes
1977,66,Male,21825.79,52,Platinum,East,Beauty,7052,No
1978,52,Non-Binary,44448.79,79,Silver,East,Electronics,5800,No
1979,27,Male,41348.4,4,Platinum,East,Sports,2992,Yes
1980,53,Female,25779.49,46,Gold,South,Beauty,1641,Yes
1981,30,Female,140989.84,75,Gold,South,Electronics,4240,Yes
1982,39,Male,115061.75,35,Diamond,West,Clothing,7236,Yes
1983,55,Non-Binary,144117.36,91,Diamond,East,Beauty,5069,Yes
1984,56,Female,29602.81,57,Silver,East,Home Decor,1365,No
1985,32,Non-Binary,93968.74,82,Silver,South,Home Decor,260,No
1986,53,Female,66619.67,59,Silver,East,Sports,9592,Yes
1987,27,Female,95030.04,38,Silver,South,Electronics,6792,No
1988,22,Male,139149.36,10,Gold,East,Toys,6700,Yes
1989,59,Non-Binary,88970.79,11,Diamond,South,Clothing,4529,Yes
1990,35,Male,42838.84,36,Gold,West,Home Decor,9859,No
1991,69,Female,26344.5,19,Silver,West,Sports,3743,No
1992,54,Female,94162.57,28,Platinum,Central,Clothing,4059,Yes
1993,18,Non-Binary,58036.72,23,Gold,West,Toys,7359,Yes
1994,26,Male,123119.23,14,Silver,North,Toys,1596,No
1995,36,Non-Binary,30090.32,51,Silver,North,Electronics,8309,No
1996,54,Male,130758.33,37,Gold,West,Sports,8556,Yes
1997,20,Female,99563.02,17,Silver,Central,Sports,7289,No
1998,37,Male,51084.16,81,Platinum,Central,Clothing,5565,No
1999,69,Female,101263.27,40,Diamond,West,Home Decor,7114,No
2000,18,Female,78227.34,85,Silver,East,Clothing,9485,Yes
2001,33,Non-Binary,36758.76,12,Diamond,South,Toys,7666,No
2002,23,Female,97671.84,57,Diamond,West,Toys,9985,Yes
2003,60,Male,94105.73,79,Gold,North,Toys,5368,Yes
2004,19,Female,125862.94,32,Silver,West,Toys,3414,Yes
2005,64,Male,20761.28,1,Gold,West,Electronics,8769,Yes
2006,54,Non-Binary,108881.63,70,Gold,West,Clothing,3862,No
2007,40,Male,121639.64,10,Diamond,North,Home Decor,5960,Yes
2008,27,Non-Binary,100903.11,90,Silver,North,Beauty,6306,Yes
2009,19,Female,137895.71,39,Diamond,South,Sports,5161,No
2010,25,Male,109077.73,98,Diamond,North,Beauty,4136,No
2011,54,Female,59720.63,27,Diamond,East,Electronics,5515,No
2012,33,Female,90368.42,84,Platinum,East,Beauty,5242,Yes
2013,48,Male,42351.76,9,Diamond,South,Sports,9410,Yes
2014,48,Female,65533.91,54,Silver,East,Toys,3717,Yes
2015,39,Non-Binary,42024.62,64,Platinum,East,Clothing,1658,No
2016,53,Female,76518.84,54,Platinum,West,Clothing,1006,Yes
2017,60,Male,40683.61,11,Diamond,North,Toys,3600,No
2018,46,Male,62702.35,95,Platinum,East,Clothing,5980,Yes
2019,52,Non-Binary,127370.43,46,Silver,West,Clothing,9227,No
2020,49,Non-Binary,127013.88,98,Silver,South,Clothing,9456,No
2021,51,Female,137023.85,50,Silver,Central,Electronics,3276,No
2022,45,Male,97257.93,28,Silver,North,Clothing,8563,No
2023,70,Female,21328.61,52,Silver,East,Home Decor,7362,Yes
2024,67,Male,107437.53,73,Silver,South,Beauty,7007,Yes
2025,65,Female,107717.74,6,Gold,North,Toys,5253,Yes
2026,30,Male,111956.05,6,Silver,East,Home Decor,5338,Yes
2027,55,Female,97330.51,66,Gold,Central,Clothing,4889,Yes
2028,25,Non-Binary,21788.96,84,Silver,East,Beauty,1313,No
2029,65,Non-Binary,25626.71,42,Silver,West,Clothing,1820,No
2030,70,Male,113643.37,86,Platinum,North,Electronics,3828,Yes
2031,68,Male,79225.01,61,Gold,East,Sports,3146,Yes
2032,41,Male,109850.4,60,Platinum,East,Beauty,5008,Yes
2033,31,Non-Binary,143364.65,59,Diamond,Central,Clothing,4953,No
2034,27,Non-Binary,111689.3,7,Gold,West,Beauty,445,No
2035,40,Non-Binary,74819.83,38,Silver,North,Toys,899,No
2036,34,Male,54670.88,87,Platinum,North,Beauty,2364,Yes
2037,20,Non-Binary,98794.6,4,Diamond,Central,Beauty,9770,No
2038,43,Male,46571.75,67,Silver,East,Sports,9453,Yes
2039,40,Non-Binary,66063.68,61,Gold,South,Clothing,3064,Yes
2040,48,Non-Binary,49644.1,68,Gold,North,Home Decor,7909,Yes
2041,22,Male,105566.56,90,Platinum,South,Toys,1580,No
2042,62,Female,22020.16,28,Platinum,South,Toys,6659,Yes
2043,27,Male,99689.63,22,Gold,East,Electronics,6467,Yes
2044,48,Female,54019.52,22,Platinum,Central,Clothing,7033,No
2045,32,Male,111245.04,77,Silver,Central,Electronics,3834,No
2046,47,Non-Binary,130316.31,70,Gold,East,Toys,3863,No
2047,70,Male,137688.38,11,Gold,West,Clothing,147,No
2048,49,Male,106346.11,64,Diamond,Central,Toys,7087,Yes
2049,38,Non-Binary,25245.16,80,Platinum,West,Clothing,9026,Yes
2050,52,Male,121171.16,100,Platinum,North,Home Decor,8646,Yes
2051,40,Male,27662.42,81,Gold,East,Toys,3023,No
2052,62,Non-Binary,109271.82,73,Silver,South,Beauty,3124,No
2053,25,Female,122111.05,56,Platinum,South,Electronics,565,No
2054,69,Non-Binary,85936.69,81,Platinum,Central,Home Decor,9179,No
2055,25,Female,107397.52,73,Gold,West,Clothing,5443,Yes
2056,68,Male,28900.91,33,Gold,South,Electronics,6051,No
2057,55,Female,136074.82,23,Diamond,East,Electronics,7193,Yes
2058,42,Non-Binary,127406.41,25,Silver,North,Sports,2964,No
2059,26,Non-Binary,88277.3,44,Diamond,East,Electronics,6969,No
2060,56,Non-Binary,50932.34,33,Diamond,South,Clothing,938,Yes
2061,44,Female,38471.15,90,Silver,East,Toys,846,Yes
2062,60,Female,135731.83,11,Platinum,North,Toys,2770,Yes
2063,45,Non-Binary,47617.23,80,Silver,South,Clothing,9959,Yes
2064,38,Male,145910.91,16,Gold,North,Home Decor,69,No
2065,35,Non-Binary,86023.04,59,Diamond,East,Sports,1493,Yes
2066,56,Female,34245.54,17,Diamond,Central,Beauty,127,No
2067,69,Male,90300.47,11,Gold,South,Electronics,211,Yes
2068,30,Female,46972.09,70,Diamond,North,Beauty,5869,Yes
2069,34,Non-Binary,106951.7,72,Gold,East,Toys,6793,Yes
2070,58,Male,44493.9,71,Silver,Central,Toys,1726,No
2071,67,Non-Binary,95377.13,41,Silver,West,Sports,7837,Yes
2072,59,Non-Binary,60772.97,35,Diamond,East,Electronics,7564,No
2073,42,Male,53795.56,39,Diamond,South,Beauty,4453,Yes
2074,30,Non-Binary,93448.21,16,Silver,Central,Home Decor,2724,Yes
2075,51,Female,46994.98,95,Silver,West,Toys,7853,No
2076,64,Female,66922.52,46,Gold,North,Electronics,2729,Yes
2077,38,Female,66268.1,75,Diamond,South,Home Decor,7688,No
2078,59,Female,91803.34,61,Diamond,Central,Sports,8995,No
2079,50,Female,51869.99,41,Gold,West,Sports,1666,No
2080,69,Male,33729.18,73,Gold,South,Home Decor,2718,Yes
2081,24,Male,73898.13,24,Diamond,South,Sports,420,No
2082,30,Female,87946.05,76,Diamond,Central,Electronics,3133,No
2083,28,Male,128441.14,10,Gold,West,Sports,8050,Yes
2084,37,Female,77684.33,52,Diamond,West,Electronics,1258,Yes
2085,64,Female,69147.21,42,Diamond,West,Toys,8932,Yes
2086,68,Male,56775.17,9,Diamond,West,Electronics,8503,No
2087,26,Male,29248.31,83,Gold,East,Beauty,4098,Yes
2088,60,Female,88100.52,23,Gold,East,Clothing,9858,Yes
2089,57,Non-Binary,63836.48,20,Diamond,North,Sports,6423,Yes
2090,52,Female,98781.3,10,Platinum,East,Home Decor,5591,No
2091,30,Male,74058.64,90,Silver,East,Beauty,4963,Yes
2092,39,Female,81705.03,66,Silver,North,Toys,3615,Yes
2093,65,Male,63484.66,90,Silver,South,Clothing,6434,No
2094,54,Male,127267.67,30,Platinum,North,Clothing,3520,No
2095,37,Male,78569.07,94,Silver,East,Clothing,1981,No
2096,25,Non-Binary,54865.06,19,Gold,South,Electronics,8511,Yes
2097,31,Male,42744.56,67,Gold,North,Home Decor,5360,No
2098,20,Non-Binary,54645.37,19,Silver,East,Beauty,1864,No
2099,39,Male,36521.01,10,Diamond,South,Home Decor,6263,No
2100,30,Non-Binary,95234.07,33,Platinum,South,Clothing,8131,No
2101,23,Female,149287.15,47,Platinum,East,Toys,8120,No
2102,53,Female,29744.95,83,Diamond,North,Beauty,3513,No
2103,41,Male,102568.42,99,Platinum,Central,Beauty,4025,No
2104,38,Female,110022.43,3,Silver,East,Beauty,1733,Yes
2105,29,Female,54820.53,39,Platinum,East,Clothing,642,Yes
2106,70,Male,98381.81,96,Gold,South,Toys,8698,No
2107,20,Female,27332.67,47,Silver,West,Home Decor,862,Yes
2108,24,Female,97391.7,22,Diamond,North,Toys,7984,Yes
2109,46,Male,95290.14,47,Silver,North,Home Decor,8092,Yes
2110,39,Male,76645.47,41,Platinum,East,Home Decor,581,Yes
2111,58,Female,53125.23,92,Platinum,North,Beauty,6679,Yes
2112,47,Non-Binary,62162.14,97,Diamond,East,Toys,7143,No
2113,24,Female,70368.33,44,Diamond,East,Home Decor,8457,Yes
2114,36,Female,121759.2,95,Platinum,East,Home Decor,2670,No
2115,44,Male,134489.78,94,Silver,West,Clothing,8886,Yes
2116,41,Female,91515.41,43,Platinum,Central,Sports,6894,Yes
2117,46,Non-Binary,22823.96,75,Platinum,South,Clothing,269,No
2118,68,Female,88642.62,51,Silver,East,Toys,7305,No
2119,61,Male,80364.24,64,Diamond,West,Electronics,812,Yes
